crime,count,broad,detailed
"UNSAFE DRIV (TOO MANY, FRONT S",2,Traffic Offense,
VIOLATE D.L. RESTRICTION CODE,2,Traffic Offense,
ACCIDENT INVOL DAMAGE VEH >=$2,1,Traffic Offense,
ALTER TEXAS DRIVERS LICENSE,1,Traffic Offense,
ATT TO REMOVE LIC/TAG STICKER,1,Traffic Offense,
CROSSING MEDIAN TO EXIT FREEWA,1,Traffic Offense,
DEFACE TEXAS LICENSE PLATE,1,Traffic Offense,
DEFECTIVE EQUIPMENT,1,Traffic Offense,
DISGARD TO TRAFFIC CONTROL DEV,1,Traffic Offense,
DISOBEY WARN SIGN/BARRICADE,1,Traffic Offense,
DISP LIC PLT BELONG OTHER VEH,1,Traffic Offense,
DISPLAY FICTITIOUS LICENSE PLA,1,Traffic Offense,
DISREG NO LANE CHANGE SIGN,1,Traffic Offense,
DISREGARD BARRICADE,1,Traffic Offense,
DL/ID-FICTIOUS-UNLAWFUL DISP,1,Traffic Offense,
DRV W/VIO FI RES ACCIDENT SBI/,1,Traffic Offense,
"ENTER FREEWAY, UNAUTHORIZED AC",1,Traffic Offense,
FAIL COMPLY STRIK UNATTEN VEH,1,Traffic Offense,
FAIL COMPLY W/DUTY STRIKE UNAT,1,Traffic Offense,
FAIL MAKE WRIT ACC REP TO DPS,1,Traffic Offense,
FAIL TO CHGE VEHICLE REGISTRAT,1,Traffic Offense,
FAIL TO OBTAIN LICENSE,1,Traffic Offense,
FAIL TO REGISTER COMM VEH/TOW,1,Traffic Offense,
FAIL TO SIGNAL FOR STOP,1,Traffic Offense,
FAIL TO USE TURN INDICATOR,1,Traffic Offense,
FAIL TO YIELD AT INTERSECTION,1,Traffic Offense,
FAIL YLD ROW CHANGING LANES,1,Traffic Offense,
FAIL YLD ROW PEDES/CROSSWALK,1,Traffic Offense,
FAIL YLD TO VEH ENTER FROM HWY,1,Traffic Offense,
FAIL/STOP @ DESIGN.POINT  6701,1,Traffic Offense,
FAILURE OR REFUSAL TO PAY TOLL,1,Traffic Offense,
FAILURE OR REFUSEING TO PAY TO,1,Traffic Offense,
FAILURE TO EXIT WHEN SUPPOSED,1,Traffic Offense,
FRAUDULENT EMISSIONS INSPECTIO,1,Traffic Offense,
HEADLAMP(S) GLARING/NOT ADJUST,1,Traffic Offense,
IMPROPER DISPLAY OF FRONT PLAT,1,Traffic Offense,
IMPROPERLY PASS EMERGENCY VEHI,1,Traffic Offense,
INADEQUATE BED(DEFECTIVE) LOOS,1,Traffic Offense,
ISS INSP CERT W/KNOW NOT REPAI,1,Traffic Offense,
ISSUE INSPEC W/O INSPEC VEH,1,Traffic Offense,
LEAVE UNATT VEH W/O STOPPING E,1,Traffic Offense,
NEGLIGENT  COLLISION,1,Traffic Offense,
NO CHAUFFEUR'S LIC WHEN REQ,1,Traffic Offense,
NO COM. D L COM MOT VEH SAFETY,1,Traffic Offense,
NO LIABILITY INSURANCE (2ND),1,Traffic Offense,
NO LICENSE PLATE ON TRAILER,1,Traffic Offense,
NO MOTOR CYCLE HELMET,1,Traffic Offense,
NO RACING COMMISSION LICENSE,1,Traffic Offense,
NO/IMPR DISPLAY OF IDENTIFY NU,1,Traffic Offense,
OBSTR VIEW WINDSHIELD NOT PASS,1,Traffic Offense,
OBSTRUCTING RAILROAD CROSSING,1,Traffic Offense,
OPER OF VEH W/O LIC PLT OR REG,1,Traffic Offense,
OPER OF VEHICLE WITH WRONG REG,1,Traffic Offense,
OPERATING UNREGISTERED MOTOR V,1,Traffic Offense,
OPPER. MOTOR VEH. W/ONE LIC. P,1,Traffic Offense,
PERMIT UNAUTH PERSON TO DRIVE,1,Traffic Offense,
POSS MORE THAN ONE VALID DL,1,Traffic Offense,
POSSESS ALTERED DRIVERS LIC,1,Traffic Offense,
SALE OFFER-SALE REGROOVED TIRE,1,Traffic Offense,
VIOL DRIVER & TRAFFIC SAF ED.,1,Traffic Offense,
CRIMINAL MISCHIEF $200-$,,Trespass,Crim Mischief
TRESPASS PROP/BLDG-NO DEP,,Trespass,Trespass
TRESPASS PROP/BLDG-NO FOR,,Trespass,Trespass
CRIM MISCH >=100 <750,,Trespass,
CRIMINAL MISCHIEF $200-$750,,Trespass,Crim Mischief
TRESPASS PROP / BLDG-NO DEPART,,Trespass,
TRESPASS PROP / BLDG-NO FORB ENT,,Trespass,
INTERFERENCE RAILROAD PROPERTY,7,Trespass,
DESCERATE GRAVE,6,Trespass,
CRIM TRES HAB/SHLTR/SUPRFUND/I,5,Trespass,
CRIM TRESPASS SCHOOL GROUNDS,5,Trespass,
DAMAGE PROP,5,Trespass,
ENTRY AFTER EJECTION (RACETRAC,4,Trespass,
DESECRATE VENERATED OBJECT,3,Trespass,
GRAFFITI PUBLIC CIVIC FACIL. <,3,Trespass,
MALICIOUS MISCHIEF(MISD.),3,Trespass,Crim Mischief
GRAFFITI>=$20K BUT <$100K,2,Trespass,
INTERFERE W/ RAILROAD PROPERTY,2,Trespass,
RAILROAD PROP-INTERF $20-500,2,Trespass,
ATTEMPT CRIMINAL TRESPASS,1,Trespass,
CLIMB ON PLANT BED AREA W/I PA,1,Trespass,
GRAFFITI>=$100K BUT <$200K,1,Trespass,
RAILROAD PROP-INTERF $500-1500,1,Trespass,
RECKLESS DAMAGE OR DESTRUCTION,1,Trespass,
TAMPERING WITH A BARICADE,1,Trespass,
CRIM MISCH >=$2500 <$30K,,Trespass,Crim Mischief
DUTY STATUS REPORT NOT CU,,Unclassifiable,Unclassifiable
EXPARTE PETITION FOR FORFEITU,,Unclassifiable,Unclassifiable
OUT OF COUNTY,,Unclassifiable,Unclassifiable
PROH WEAPONS/WEAPONS FREE,,Weapons - Unlawful Possession/Conduct,Guns - Unlawful Carry
UNLAW CARRY WPN-LIC PREMI,,Weapons - Unlawful Possession/Conduct,Guns - Unlawful Carry
DEADLY COND-DISCH F-ARM H,,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
DISCHARGE FIREARM METRO A,,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
CARRYING HANDGUN IN MOTOR VEHICLE,,Weapons - Unlawful Possession/Conduct,
DEADLY COND-DISCH F-ARM HAB / BL,,Weapons - Unlawful Possession/Conduct,
ATT UNLAW POSS B/FELON MET/BOD,9,Weapons - Unlawful Possession/Conduct,
MFG/POSS HOAX BOMB,8,Weapons - Unlawful Possession/Conduct,
POSS ARMOR PIERCING AMMO,6,Weapons - Unlawful Possession/Conduct,
SALE OF PROHIBITED WEPON,6,Weapons - Unlawful Possession/Conduct,
PROH WEAP SWITCHBLADE/KNUCKLES,4,Weapons - Unlawful Possession/Conduct,
MANUFACTURE EXPLOSIVE WEAPON,3,Weapons - Unlawful Possession/Conduct,
POSS WPN-GOVERNMENT BLDG,3,Weapons - Unlawful Possession/Conduct,
PROH S/BLADE KNUCKLES WPN/F/ZO,3,Weapons - Unlawful Possession/Conduct,
ATT POSS OF A HOAX BOMB,2,Weapons - Unlawful Possession/Conduct,
ATT TRANSPORT EXPLOSIVE WPN,2,Weapons - Unlawful Possession/Conduct,
FELON POSS WPN W/1 ENH.,2,Weapons - Unlawful Possession/Conduct,
FIREARM SMUGGLING,2,Weapons - Unlawful Possession/Conduct,
POSS CHEMICAL DISPENSING DEV,2,Weapons - Unlawful Possession/Conduct,
PROH WEAPON TIRE DEFLATION DEV,2,Weapons - Unlawful Possession/Conduct,
SHOOTING ON PUBLIC ROAD,2,Weapons - Unlawful Possession/Conduct,
VIO EMER MGT PLAN SALE/USE FIR,2,Weapons - Unlawful Possession/Conduct,
CONSP TRANS EXPLOSIVE WPN,1,Weapons - Unlawful Possession/Conduct,
POS GUNPOW/COMB/EXPL/FIREW W/I,1,Weapons - Unlawful Possession/Conduct,
POSS AN EXPLOSIVE DEVICE,1,Weapons - Unlawful Possession/Conduct,
UNLAW INT ATTEMPT P/WPN,1,Weapons - Unlawful Possession/Conduct,
UNLAW TRANSPORT EXPLOSIVE WPN,1,Weapons - Unlawful Possession/Conduct,
